MetricObserved,Year,IncomeGroup,RegionCode,RegionDisplay,CountryCode,CountryDisplay,SexCode,SexDisplay,Numeric,beer_servings,spirit_servings,wine_servings
Life expectancy at birth (years),1990,Upper_middle_income,AMR,Americas,DMA,Dominica,BTSX,Both sexes,74,52,286,26
Life expectancy at birth (years),1990,Upper_middle_income,AMR,Americas,DMA,Dominica,FMLE,Female,76,52,286,26
Life expectancy at birth (years),1990,Upper_middle_income,AMR,Americas,DMA,Dominica,MLE,Male,72,52,286,26
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AMR,Americas,DMA,Dominica,BTSX,Both sexes,63.1,52,286,26
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AMR,Americas,DMA,Dominica,FMLE,Female,65.2,52,286,26
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AMR,Americas,DMA,Dominica,MLE,Male,61,52,286,26
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AMR,Americas,DMA,Dominica,BTSX,Both sexes,63.2,52,286,26
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AMR,Americas,DMA,Dominica,FMLE,Female,65.3,52,286,26
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AMR,Americas,DMA,Dominica,MLE,Male,61.2,52,286,26
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AMR,Americas,DMA,Dominica,BTSX,Both sexes,64.4,52,286,26
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AMR,Americas,DMA,Dominica,FMLE,Female,65.5,52,286,26
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AMR,Americas,DMA,Dominica,MLE,Male,63.3,52,286,26
Life expectancy at age 60 (years),2013,,AMR,Americas,DMA,Dominica,BTSX,Both sexes,21.45725,52,286,26
Life expectancy at age 60 (years),2013,,AMR,Americas,DMA,Dominica,FMLE,Female,22.0455,52,286,26
Life expectancy at age 60 (years),2013,,AMR,Americas,DMA,Dominica,MLE,Male,20.79953,52,286,26
Life expectancy at age 60 (years),2012,Upper_middle_income,AMR,Americas,DMA,Dominica,BTSX,Both sexes,21,52,286,26
Life expectancy at age 60 (years),2012,Upper_middle_income,AMR,Americas,DMA,Dominica,FMLE,Female,22,52,286,26
Life expectancy at age 60 (years),2012,Upper_middle_income,AMR,Americas,DMA,Dominica,MLE,Male,21,52,286,26
Life expectancy at age 60 (years),2000,Upper_middle_income,AMR,Americas,DMA,Dominica,BTSX,Both sexes,21,52,286,26
Life expectancy at age 60 (years),2000,Upper_middle_income,AMR,Americas,DMA,Dominica,FMLE,Female,21,52,286,26
Life expectancy at age 60 (years),2000,Upper_middle_income,AMR,Americas,DMA,Dominica,MLE,Male,20,52,286,26
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,DMA,Dominica,BTSX,Both sexes,20,52,286,26
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,DMA,Dominica,FMLE,Female,21,52,286,26
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,DMA,Dominica,MLE,Male,19,52,286,26
Life expectancy at birth (years),2013,,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,73.69259,193,147,9
Life expectancy at birth (years),2013,,AMR,Americas,DOM,Dominican Republic,FMLE,Female,74.44215,193,147,9
Life expectancy at birth (years),2013,,AMR,Americas,DOM,Dominican Republic,MLE,Male,72.95848,193,147,9
Life expectancy at birth (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,77,193,147,9
Life expectancy at birth (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,78,193,147,9
Life expectancy at birth (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,76,193,147,9
Life expectancy at birth (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,73,193,147,9
Life expectancy at birth (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,74,193,147,9
Life expectancy at birth (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,72,193,147,9
Life expectancy at birth (years),1990,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,69,193,147,9
Life expectancy at birth (years),1990,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,70,193,147,9
Life expectancy at birth (years),1990,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,68,193,147,9
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,63,193,147,9
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,63.9,193,147,9
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,62.2,193,147,9
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,65.3,193,147,9
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,66.4,193,147,9
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,64.2,193,147,9
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,63.3,193,147,9
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,64,193,147,9
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,62.7,193,147,9
Life expectancy at age 60 (years),2013,,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,21.28386,193,147,9
Life expectancy at age 60 (years),2013,,AMR,Americas,DOM,Dominican Republic,FMLE,Female,21.49098,193,147,9
Life expectancy at age 60 (years),2013,,AMR,Americas,DOM,Dominican Republic,MLE,Male,21.07677,193,147,9
Life expectancy at age 60 (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,23,193,147,9
Life expectancy at age 60 (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,23,193,147,9
Life expectancy at age 60 (years),2012,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,23,193,147,9
Life expectancy at age 60 (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,22,193,147,9
Life expectancy at age 60 (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,22,193,147,9
Life expectancy at age 60 (years),2000,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,22,193,147,9
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,BTSX,Both sexes,19,193,147,9
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,FMLE,Female,20,193,147,9
Life expectancy at age 60 (years),1990,Upper_middle_income,AMR,Americas,DOM,Dominican Republic,MLE,Male,19,193,147,9
Life expectancy at birth (years),2013,,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,75.74088,162,74,3
Life expectancy at birth (years),2013,,AMR,Americas,ECU,Ecuador,FMLE,Female,78.54182,162,74,3
Life expectancy at birth (years),2013,,AMR,Americas,ECU,Ecuador,MLE,Male,73.06906,162,74,3
Life expectancy at birth (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,75,162,74,3
Life expectancy at birth (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,78,162,74,3
Life expectancy at birth (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,73,162,74,3
Life expectancy at birth (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,73,162,74,3
Life expectancy at birth (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,76,162,74,3
Life expectancy at birth (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,70,162,74,3
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,69,162,74,3
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,72,162,74,3
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,67,162,74,3
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,65.9,162,74,3
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,68,162,74,3
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,64,162,74,3
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,65.6,162,74,3
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,67.6,162,74,3
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,63.6,162,74,3
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,62.8,162,74,3
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,64.9,162,74,3
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,60.7,162,74,3
Life expectancy at age 60 (years),2013,,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,22.43367,162,74,3
Life expectancy at age 60 (years),2013,,AMR,Americas,ECU,Ecuador,FMLE,Female,23.55988,162,74,3
Life expectancy at age 60 (years),2013,,AMR,Americas,ECU,Ecuador,MLE,Male,21.28676,162,74,3
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,22,162,74,3
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,23,162,74,3
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,21,162,74,3
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,21,162,74,3
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,23,162,74,3
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,20,162,74,3
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,20,162,74,3
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,ECU,Ecuador,FMLE,Female,21,162,74,3
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,ECU,Ecuador,MLE,Male,19,162,74,3
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,71.34473,6,4,1
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,73.76581,6,4,1
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,68.99655,6,4,1
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,71,6,4,1
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,74,6,4,1
Life expectancy at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,69,6,4,1
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,68,6,4,1
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,71,6,4,1
Life expectancy at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,66,6,4,1
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,65,6,4,1
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,67,6,4,1
Life expectancy at birth (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,63,6,4,1
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,61.8,6,4,1
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,63,6,4,1
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,60.6,6,4,1
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,61.5,6,4,1
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,62.7,6,4,1
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,60.3,6,4,1
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,58.5,6,4,1
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,59.7,6,4,1
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,57.4,6,4,1
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,17.53399,6,4,1
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,18.89404,6,4,1
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,16.0489,6,4,1
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,17,6,4,1
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,19,6,4,1
Life expectancy at age 60 (years),2012,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,16,6,4,1
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,17,6,4,1
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,18,6,4,1
Life expectancy at age 60 (years),2000,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,16,6,4,1
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,17,6,4,1
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,18,6,4,1
Life expectancy at age 60 (years),1990,Lower_middle_income,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,16,6,4,1
Life expectancy at birth (years),2013,,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,72.56444,52,69,2
Life expectancy at birth (years),2013,,AMR,Americas,SLV,El Salvador,FMLE,Female,76.83163,52,69,2
Life expectancy at birth (years),2013,,AMR,Americas,SLV,El Salvador,MLE,Male,67.9398,52,69,2
Life expectancy at birth (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,72,52,69,2
Life expectancy at birth (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,77,52,69,2
Life expectancy at birth (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,68,52,69,2
Life expectancy at birth (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,70,52,69,2
Life expectancy at birth (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,74,52,69,2
Life expectancy at birth (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,66,52,69,2
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,65,52,69,2
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,70,52,69,2
Life expectancy at birth (years),1990,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,61,52,69,2
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,63.1,52,69,2
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,66.3,52,69,2
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,59.7,52,69,2
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,62.9,52,69,2
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,66,52,69,2
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,59.4,52,69,2
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,60.9,52,69,2
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,63.7,52,69,2
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,57.9,52,69,2
Life expectancy at age 60 (years),2013,,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,21.82624,52,69,2
Life expectancy at age 60 (years),2013,,AMR,Americas,SLV,El Salvador,FMLE,Female,22.99849,52,69,2
Life expectancy at age 60 (years),2013,,AMR,Americas,SLV,El Salvador,MLE,Male,20.44256,52,69,2
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,22,52,69,2
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,23,52,69,2
Life expectancy at age 60 (years),2012,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,20,52,69,2
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,21,52,69,2
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,22,52,69,2
Life expectancy at age 60 (years),2000,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,20,52,69,2
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,19,52,69,2
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,SLV,El Salvador,FMLE,Female,20,52,69,2
Life expectancy at age 60 (years),1990,Lower_middle_income,AMR,Americas,SLV,El Salvador,MLE,Male,18,52,69,2
Life expectancy at birth (years),2013,,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,55.93278,92,0,233
Life expectancy at birth (years),2013,,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,57.42743,92,0,233
Life expectancy at birth (years),2013,,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,54.6199,92,0,233
Life expectancy at birth (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,55,92,0,233
Life expectancy at birth (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,57,92,0,233
Life expectancy at birth (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,54,92,0,233
Life expectancy at birth (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,50,92,0,233
Life expectancy at birth (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,52,92,0,233
Life expectancy at birth (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,49,92,0,233
Life expectancy at birth (years),1990,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,48,92,0,233
Life expectancy at birth (years),1990,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,49,92,0,233
Life expectancy at birth (years),1990,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,46,92,0,233
Healthy life expectancy (HALE) at birth (years),2013,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,47.4,92,0,233
Healthy life expectancy (HALE) at birth (years),2013,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,48.1,92,0,233
Healthy life expectancy (HALE) at birth (years),2013,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,46.9,92,0,233
Healthy life expectancy (HALE) at birth (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,46.9,92,0,233
Healthy life expectancy (HALE) at birth (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,47.5,92,0,233
Healthy life expectancy (HALE) at birth (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,46.4,92,0,233
Healthy life expectancy (HALE) at birth (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,43,92,0,233
Healthy life expectancy (HALE) at birth (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,43.7,92,0,233
Healthy life expectancy (HALE) at birth (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,42.3,92,0,233
Life expectancy at age 60 (years),2013,,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,16.12759,92,0,233
Life expectancy at age 60 (years),2013,,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,16.73167,92,0,233
Life expectancy at age 60 (years),2013,,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,15.60807,92,0,233
Life expectancy at age 60 (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,16,92,0,233
Life expectancy at age 60 (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,17,92,0,233
Life expectancy at age 60 (years),2012,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,16,92,0,233
Life expectancy at age 60 (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,15,92,0,233
Life expectancy at age 60 (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,16,92,0,233
Life expectancy at age 60 (years),2000,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,15,92,0,233
Life expectancy at age 60 (years),1990,High_income,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,15,92,0,233
Life expectancy at age 60 (years),1990,High_income,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,15,92,0,233
Life expectancy at age 60 (years),1990,High_income,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,14,92,0,233
Life expectancy at birth (years),2013,,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,63.85941,18,0,0
Life expectancy at birth (years),2013,,AFR,Africa,ERI,Eritrea,FMLE,Female,66.31112,18,0,0
Life expectancy at birth (years),2013,,AFR,Africa,ERI,Eritrea,MLE,Male,61.3238,18,0,0
Life expectancy at birth (years),2012,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,63,18,0,0
Life expectancy at birth (years),2012,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,66,18,0,0
Life expectancy at birth (years),2012,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,61,18,0,0
Life expectancy at birth (years),2000,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,45,18,0,0
Life expectancy at birth (years),2000,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,54,18,0,0
Life expectancy at birth (years),2000,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,39,18,0,0
Life expectancy at birth (years),1990,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,48,18,0,0
Life expectancy at birth (years),1990,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,50,18,0,0
Life expectancy at birth (years),1990,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,46,18,0,0
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,54.5,18,0,0
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,56.1,18,0,0
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,53,18,0,0
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,53.9,18,0,0
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,55.4,18,0,0
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,52.4,18,0,0
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,39,18,0,0
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,45.8,18,0,0
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,33.9,18,0,0
Life expectancy at age 60 (years),2013,,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,15.39004,18,0,0
Life expectancy at age 60 (years),2013,,AFR,Africa,ERI,Eritrea,FMLE,Female,16.95437,18,0,0
Life expectancy at age 60 (years),2013,,AFR,Africa,ERI,Eritrea,MLE,Male,13.52151,18,0,0
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,15,18,0,0
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,17,18,0,0
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,13,18,0,0
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,14,18,0,0
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,15,18,0,0
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,12,18,0,0
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,12,18,0,0
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,ERI,Eritrea,FMLE,Female,13,18,0,0
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,ERI,Eritrea,MLE,Male,11,18,0,0
Life expectancy at birth (years),2013,,EUR,Europe,EST,Estonia,BTSX,Both sexes,76.89989,224,194,59
Life expectancy at birth (years),2013,,EUR,Europe,EST,Estonia,FMLE,Female,81.69001,224,194,59
